"DATE","TYPE","FROM ACCOUNT","TO ACCOUNT/TO CATEGORY","AMOUNT","CURRENCY","AMOUNT 2","CURRENCY 2","TAGS","NOTES"
"14/06/2023","Expense","GCash","Gifts (Charity)","200","PHP","200","PHP","","Ate Fare"
"14/06/2023","Expense","Wallet Cash","Food (Junk Food)","70","PHP","70","PHP","","Gatorade"
"13/06/2023","Income","GCash","Dev Income","1000","PHP","1000","PHP","","Chols Dev"
"13/06/2023","Expense","Wallet Cash","Food (Junk Food)","85","PHP","85","PHP","","Pancit Canton x5"
"13/06/2023","Expense","Wallet Cash","Food (Junk Food)","409","PHP","409","PHP","","Milk Tea w Kren"
"11/06/2023","Expense","Wallet Cash","Pets (Food)","125","PHP","125","PHP","","Temptations Treats 85g"
"11/06/2023","Expense","Wallet Cash","Pets (Food)","100","PHP","100","PHP","","JerHigh Treats"
"11/06/2023","Expense","Wallet Cash","Pets (Food)","115","PHP","115","PHP","","Ciao Cat Treats 14g x4"
"11/06/2023","Expense","Wallet Cash","Pets (Food)","390","PHP","390","PHP","","Felicia Cat Wet Food 85g x6"
"11/06/2023","Expense","Wallet Cash","Pets (Food)","360","PHP","360","PHP","","Aozi Cat Wet Food 85g x8"
"11/06/2023","Expense","Wallet Cash","Pets (Food)","190","PHP","190","PHP","","Aozi Kitten Dry Food Salmon 1kg"
"11/06/2023","Expense","Wallet Cash","Pets (Food)","175","PHP","175","PHP","","Aozi Cat Dry Food Salmon 1kg"
"11/06/2023","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"10/06/2023","Expense","Wallet Cash","Gifts (Material)","335","PHP","335","PHP","","Tails Plushie"
"10/06/2023","Expense","Wallet Cash","Gifts (Material)","550","PHP","550","PHP","","Knuckles Plushie"
"10/06/2023","Expense","Wallet Cash","Gifts (Material)","900","PHP","900","PHP","","Sonic Funko"
"10/06/2023","Expense","Wallet Cash","Food (Junk Food)","1000","PHP","1000","PHP","","S&R Pizza+Fries"
"10/06/2023","Expense","Wallet Cash","Transport (Commute)","84","PHP","84","PHP","","MRT from Makati to North Avenue x3"
"10/06/2023","Expense","Wallet Cash","Transport (Commute)","50","PHP","50","PHP","","Skyway Toll"
"09/06/2023","Expense","Wallet Cash","Food (Junk Food)","440","PHP","440","PHP","","7/11"
"09/06/2023","Expense","Wallet Cash","Food (Restaurant)","153","PHP","153","PHP","","Shawarma Kadinderia"
"09/06/2023","Expense","Wallet Cash","Household  (Lost)","7","PHP","7","PHP","","Unaccounted for"
"09/06/2023","Expense","EastWest HPL Game Design Corporation","Household  (Transaction Fees)","18","PHP","18","PHP","","Withdraw fee"
"09/06/2023","Transfer","EastWest HPL Game Design Corporation","Wallet Cash","10000","PHP","10000","PHP","","Withdraw"
"09/06/2023","Income","EastWest HPL Game Design Corporation","HPL Salary","13470.21","PHP","13470.21","PHP","","Bimonthly Salary"
"09/06/2023","Expense","Wallet Cash","Transport (Commute)","30","PHP","30","PHP","","Bus from Kren's to Circle C"
"08/06/2023","Expense","Wallet Cash","Food (Junk Food)","462","PHP","462","PHP","","Minute Burger"
"08/06/2023","Expense","Wallet Cash","Food (Junk Food)","267","PHP","267","PHP","","7/11"
"08/06/2023","Expense","EastWest HPL Game Design Corporation","Household  (Transaction Fees)","18","PHP","18","PHP","","Withdraw fee"
"08/06/2023","Transfer","EastWest HPL Game Design Corporation","Wallet Cash","3000","PHP","3000","PHP","","Withdraw "
"07/06/2023","Expense","GCash","Software (Subscriptions)","135","PHP","135","PHP","","Ticktick Monthly Subscription "
"06/06/2023","Expense","GCash","Food (Junk Food)","210","PHP","210","PHP","","Shawarma Karinderia"
"06/06/2023","Income","GCash","Dev Income","100","PHP","100","PHP","","Chols Web Dev"
"05/06/2023","Expense","GCash","Transport (Motorcycle Taxi)","52","PHP","52","PHP","","Angkas from Kren's to Home "
"05/06/2023","Expense","GCash","Transport (Motorcycle Taxi)","50","PHP","50","PHP","","Angkas from Kren's to Home "
"04/06/2023","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"04/06/2023","Expense","GCash","Kren","270","PHP","270","PHP","","For Kren's ML"
"04/06/2023","Expense","GCash","Food (Junk Food)","50","PHP","50","PHP","","Choco Baby"
"04/06/2023","Expense","Wallet Cash","Food (Junk Food)","14","PHP","14","PHP","","Choco Baby"
"04/06/2023","Expense","Wallet Cash","Food (Junk Food)","136","PHP","136","PHP","","Chuckie 1L"
"04/06/2023","Expense","Wallet Cash","Food (Junk Food)","317","PHP","317","PHP","","Minute Burger "
"02/06/2023","Income","GCash","Dev Income","500","PHP","500","PHP","","Chols Web Dev"
"02/06/2023","Expense","Wallet Cash","Household  (Electricity)","2000","PHP","2000","PHP","","Electricity at Kren's "
"02/06/2023","Transfer","Kren","Wallet Cash","2000","PHP","2000","PHP","","Pay for Electricity "
"02/06/2023","Transfer","Kren","Wallet Cash","125","PHP","125","PHP","","Pay for Lunch"
"02/06/2023","Expense","Wallet Cash","Food (Restaurant)","125","PHP","125","PHP","","Beef Mami + Shawarma Rice"
"02/06/2023","Expense","Wallet Cash","Household  (Water)","20","PHP","20","PHP","","Drinking Water My Share"
"01/06/2023","Transfer","Kren","Wallet Cash","195","PHP","195","PHP","","Pay Milk Tea"
"01/06/2023","Expense","Wallet Cash","Food (Junk Food)","195","PHP","195","PHP","","Milk Tea"
"01/06/2023","Expense","Wallet Cash","Food (Junk Food)","24","PHP","24","PHP","","My Share Milk Tea Extra"
"01/06/2023","Expense","GCash","Software (Subscriptions)","159","PHP","159","PHP","","YouTube Premium Monthly"
"01/06/2023","Expense","GCash","Pets (Food)","250","PHP","250","PHP","","Temptations Treats x2"
"01/06/2023","Expense","GCash","Pets (Food)","330","PHP","330","PHP","","Sheba Wet Food x6"
"01/06/2023","Expense","GCash","Pets (Health)","750","PHP","750","PHP","","NutriPlus Gel Vitamins"
"01/06/2023","Expense","GCash","Pets (Health)","300","PHP","300","PHP","","Feline Fresh 10L Litter"
"01/06/2023","Expense","GCash","Pets (Health)","175","PHP","175","PHP","","Aozi Dry Food"
"01/06/2023","Expense","GCash","Pets (Grooming)","100","PHP","100","PHP","","Groom"
"01/06/2023","Expense","Wallet Cash","Pets (Grooming)","500","PHP","500","PHP","","Groom"
"31/05/2023","Expense","GCash","Transport (Motorcycle Taxi)","52","PHP","52","PHP","","Angkas from Work to Kren's "
"31/05/2023","Expense","GCash","Transport (Motorcycle Taxi)","50","PHP","50","PHP","","Angkas from Kren's to Work"
"31/05/2023","Income","GCash","Dev Income","400","PHP","400","PHP","","Chols Web Dev"
"30/05/2023","Expense","GCash","Leisure (Video Games)","1484.05","PHP","1484.05","PHP","","Total War Warhammer 3"
"30/05/2023","Expense","Wallet Cash","Kren","1000","PHP","1000","PHP","","Lend for Aroma Machine"
"30/05/2023","Transfer","Kren","Wallet Cash","1000","PHP","1000","PHP","","Kren Pay"
"30/05/2023","Expense","Wallet Cash","Household  (Electricity)","1000","PHP","1000","PHP","","Electricity at Kren's "
"30/05/2023","Expense","Wallet Cash","Kren","500","PHP","500","PHP","","Pizza Hut Share"
"30/05/2023","Expense","Wallet Cash","Food (Restaurant)","500","PHP","500","PHP","","Pizza Hut"
"30/05/2023","Expense","GCash","Food (Restaurant)","118","PHP","118","PHP","","Pizza Hut"
"30/05/2023","Expense","GCash","Kren","130","PHP","130","PHP","","Iced Coffee for Kren"
"30/05/2023","Expense","GCash","Food (Junk Food)","75","PHP","75","PHP","","Jamaican Pie"
"30/05/2023","Expense","Wallet Cash","Household  (Rent)","5000","PHP","5000","PHP","","My Share of the Rent "
"30/05/2023","Transfer","Wallet Cash","GCash","2000","PHP","2000","PHP","","GCash Cash In"
"30/05/2023","Expense","EastWest HPL Game Design Corporation","Household  (Transaction Fees)","18","PHP","18","PHP","","Withdraw fee"
"30/05/2023","Expense","EastWest HPL Game Design Corporation","Household  (Transaction Fees)","18","PHP","18","PHP","","Withdraw fee"
"30/05/2023","Transfer","EastWest HPL Game Design Corporation","Wallet Cash","5000","PHP","5000","PHP","","Withdraw for Cash"
"30/05/2023","Transfer","EastWest HPL Game Design Corporation","Wallet Cash","5000","PHP","5000","PHP","","Withdraw for Cash"
"30/05/2023","Income","GCash","Dev Income","1000","PHP","1000","PHP","","Chols Web Dev"
"30/05/2023","Income","GCash","Dev Income","1000.1","PHP","1000.1","PHP","","Chols Web Dev"
"29/05/2023","Expense","Wallet Cash","Household  (Lost)","100","PHP","100","PHP","","Unaccounted for"
"29/05/2023","Expense","EastWest HPL Game Design Corporation","Kren","2000","PHP","2000","PHP","","Send for Cash"
"29/05/2023","Expense","GCash","Food (Packaged Foods)","58","PHP","58","PHP","","Century Tuna"
"29/05/2023","Expense","GCash","Health (Hygiene)","74.75","PHP","74.75","PHP","","Alcohol"
"29/05/2023","Expense","GCash","Food (Packaged Foods)","281.5","PHP","281.5","PHP","","Alaska Fortified Milk"
"29/05/2023","Expense","GCash","Food (Packaged Foods)","139.5","PHP","139.5","PHP","","Oatmeal"
"29/05/2023","Expense","GCash","Food (Packaged Foods)","438","PHP","438","PHP","","Pineapple Cans x12"
"29/05/2023","Expense","GCash","Food (Junk Food)","198","PHP","198","PHP","","Jollibee"
"29/05/2023","Expense","GCash","Transport (Motorcycle Taxi)","45","PHP","45","PHP","","Angkas from Work to SM Cherry"
"29/05/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","50","PHP","50","PHP","","Joyride from Kren's to Work"
"29/05/2023","Transfer","Kren","Wallet Cash","150","PHP","150","PHP","","Borrow for Transpo"
"29/05/2023","Expense","Wallet Cash","Health (Hygiene)","14","PHP","14","PHP","","Modess for Kren x2"
"28/05/2023","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"26/05/2023","Transfer","Kren","GCash","500","PHP","500","PHP","","Leno Pay"
"25/05/2023","Income","GCash","Odd Jobs","60","PHP","60","PHP","","WhatsApp Tasks"
"25/05/2023","Expense","Wallet Cash","Transport (Commute)","60","PHP","60","PHP","","Tricycle from Work to Kren's "
"25/05/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","50","PHP","50","PHP","","Angkas from Kren's to Work"
"25/05/2023","Income","EastWest HPL Game Design Corporation","HPL Salary","15000","PHP","15000","PHP","","Bimonthly Salary"
"25/05/2023","Expense","GCash","Food (Junk Food)","50","PHP","50","PHP","","Minute Burger w Kren"
"25/05/2023","Expense","Wallet Cash","Food (Junk Food)","377","PHP","377","PHP","","Minute Burger w Kren"
"25/05/2023","Expense","Wallet Cash","Food (Junk Food)","47","PHP","47","PHP","","7/11 Midnight Snack w Kren"
"25/05/2023","Expense","Wallet Cash","Food (Junk Food)","187","PHP","187","PHP","","7/11 Midnight Snack"
"24/05/2023","Expense","Wallet Cash","Transport (Commute)","12","PHP","12","PHP","","Jeep from 7/11 to Congressional "
"24/05/2023","Income","GCash","Odd Jobs","100","PHP","100","PHP","","WhatsApp Tasks"
"24/05/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","50","PHP","50","PHP","","Angkas from Kren's to Work"
"23/05/2023","Income","Wallet Cash","Giveaways","350","PHP","350","PHP","","Ate Give"
"23/05/2023","Expense","Wallet Cash","Transport (Commute)","170","PHP","170","PHP","","Taxi from Home to Kren's "
"23/05/2023","Expense","Wallet Cash","Food (Restaurant)","635","PHP","635","PHP","","Marugame w Kren"
"23/05/2023","Expense","Wallet Cash","Food (Junk Food)","480","PHP","480","PHP","","BLK 513 w Kren"
"23/05/2023","Expense","Wallet Cash","Household  (Lost)","255","PHP","255","PHP","","Unaccounted for"
"23/05/2023","Expense","GCash","Kren","500","PHP","500","PHP","","Lend for Leno"
"23/05/2023","Expense","Wallet Cash","Transport (Commute)","150","PHP","150","PHP","","Taxi from 7/11 to Gateway"
"23/05/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","45","PHP","45","PHP","","Angkas from Kren's to Home"
"22/05/2023","Expense","Wallet Cash","Food (Junk Food)","129","PHP","129","PHP","","Delfi Dark Chocolate "
"22/05/2023","Income","GCash","Dev Income","1000","PHP","1000","PHP","","Chols Site"
"22/05/2023","Income","Wallet Cash","Dev Income","1000","PHP","1000","PHP","","Chols Site"
"22/05/2023","Transfer","EastWest HPL Game Design Corporation","Wallet Cash","2000","PHP","2000","PHP","","Withdraw "
"22/05/2023","Expense","Wallet Cash","Transport (Commute)","160","PHP","160","PHP","","Taxi from Kren's to Home "
"22/05/2023","Expense","Wallet Cash","Food (Junk Food)","718","PHP","718","PHP","","Wendy's "
"22/05/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","52","PHP","52","PHP","","Angkas from Work to Kren's "
"22/05/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","45","PHP","45","PHP","","Angkas from Kren's to Work"
"21/05/2023","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"20/05/2023","Expense","Wallet Cash","Kren","300","PHP","300","PHP","","Milk Tea Lend"
"20/05/2023","Expense","Wallet Cash","Kren","200","PHP","200","PHP","","Cherry Lend"
"20/05/2023","Expense","Wallet Cash","Food (Junk Food)","300","PHP","300","PHP","","Milk Tea"
"19/05/2023","Expense","GCash","Transport (Motorcycle Taxi)","60","PHP","60","PHP","","Angkas from Work to Kren's "
"19/05/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","45","PHP","45","PHP","","Angkas from Kren's to Work"
"18/05/2023","Expense","Wallet Cash","Kren","240","PHP","240","PHP","","Lazada Lend"
"16/05/2023","Expense","Wallet Cash","Food (Junk Food)","140","PHP","140","PHP","","Pic-A x2"
"16/05/2023","Expense","Wallet Cash","Food (Junk Food)","240","PHP","240","PHP","","Infinitea x2"
"15/05/2023","Transfer","EastWest HPL Game Design Corporation","Wallet Cash","1000","PHP","1000","PHP","","Withdraw "
"15/05/2023","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"15/05/2023","Expense","Wallet Cash","Food (Packaged Foods)","49.5","PHP","49.5","PHP","","Century Tuna 56g"
"15/05/2023","Expense","Wallet Cash","Food (Packaged Foods)","72","PHP","72","PHP","","Del Monte Pineapple Tidbits x2"
"15/05/2023","Expense","Wallet Cash","Food (Junk Food)","250.5","PHP","250.5","PHP","","Kopiko Blanca 30g x 30"
"15/05/2023","Expense","GCash","Household  (Transaction Fees)","5","PHP","5","PHP","","Transaction Fee"
"15/05/2023","Transfer","Wallet Cash","GCash","500","PHP","500","PHP","","Cash In"
"14/05/2023","Expense","Wallet Cash","Household  (Rent)","5000","PHP","5000","PHP","","My Share of the Rent "
"14/05/2023","Expense","Wallet Cash","Food (Junk Food)","98","PHP","98","PHP","","Zagu Mango Regular"
"14/05/2023","Expense","Wallet Cash","Pets (Food)","119","PHP","119","PHP","","Miho Treats"
"14/05/2023","Expense","Wallet Cash","Pets (Food)","242","PHP","242","PHP","","Miho Wet Food"
"14/05/2023","Transfer","EastWest HPL Game Design Corporation","Wallet Cash","2000","PHP","2000","PHP","","Withdraw"
"14/05/2023","Expense","Wallet Cash","Food (Whole Foods)","125","PHP","125","PHP","","Mango x4"
"14/05/2023","Expense","Wallet Cash","Food (Whole Foods)","125","PHP","125","PHP","","Banana x9"
"14/05/2023","Expense","Wallet Cash","Pets (Food)","87","PHP","87","PHP","","Farmer's Dry Food"
"14/05/2023","Expense","Wallet Cash","Pets (Food)","95","PHP","95","PHP","","Farmer's Dry Food"
"13/05/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","100","PHP","100","PHP","","Angkas from Kren's to Home "
"12/05/2023","Expense","Wallet Cash","Transport (Commute)","71","PHP","71","PHP","","Taxi from 7/11 to Kren's "
"12/05/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","50","PHP","50","PHP","","Angkas from Kren's to Home"
"11/05/2023","Expense","Wallet Cash","Household  (Maintenance)","141","PHP","141","PHP","","Mighty Bond Shoes"
"11/05/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","50","PHP","50","PHP","","Angkas from 7/11 to Kren's "
"11/05/2023","Expense","Wallet Cash","Transport (Commute)","12","PHP","12","PHP","","Jeep from Congressional to 7/11"
"10/05/2023","Transfer","Kren","Wallet Cash","300","PHP","300","PHP","","Kren Repay "
"10/05/2023","Expense","Wallet Cash","Transport (Commute)","24","PHP","24","PHP","","Jeep from Angel's to Congressional "
"10/05/2023","Expense","Wallet Cash","Transport (Commute)","24","PHP","24","PHP","","Jeep from Wendy's to Angel's"
"10/05/2023","Expense","Wallet Cash","Kren","50","PHP","50","PHP","","Lend for Groceries"
"10/05/2023","Expense","Wallet Cash","Transport (Commute)","70","PHP","70","PHP","","Taxi from 7/11 to Kren's "
"10/05/2023","Expense","Wallet Cash","Food (Whole Foods)","186.45","PHP","186.45","PHP","","Ground Pork 1/2kg"
"10/05/2023","Expense","Wallet Cash","Food (Whole Foods)","45.51","PHP","45.51","PHP","","Onion x3"
"10/05/2023","Expense","Wallet Cash","Food (Whole Foods)","42.29","PHP","42.29","PHP","","Garlic x6"
"10/05/2023","Expense","Wallet Cash","Food (Whole Foods)","63.1","PHP","63.1","PHP","","Alaska EVAP 360ml x2"
"10/05/2023","Expense","Wallet Cash","Food (Packaged Foods)","79","PHP","79","PHP","","Nestle All Purpose Cream 250ml"
"10/05/2023","Expense","Wallet Cash","Food (Packaged Foods)","32.75","PHP","32.75","PHP","","MC Carbonara Mix 35g"
"10/05/2023","Expense","Wallet Cash","Food (Packaged Foods)","43","PHP","43","PHP","","Daily Quezon Cheese 160g"
"10/05/2023","Expense","Wallet Cash","Food (Whole Foods)","105","PHP","105","PHP","","Mushrooms 284g x2"
"10/05/2023","Expense","Wallet Cash","Food (Packaged Foods)","174","PHP","174","PHP","","Elbow Macaroni 1kg x2"
"10/05/2023","Expense","Wallet Cash","Food (Packaged Foods)","184","PHP","184","PHP","","Selecta Fortified B1T1"
"10/05/2023","Expense","Wallet Cash","Food (Packaged Foods)","126","PHP","126","PHP","","Purefood Corned Chicken 150g x2"
"10/05/2023","Expense","Wallet Cash","Food (Packaged Foods)","238","PHP","238","PHP","","Century Tuna Veggie Lite 180g x4"
"10/05/2023","Expense","Wallet Cash","Food (Packaged Foods)","188.25","PHP","188.25","PHP","","Del Monte Pineapple Tidbits 439g x3"
"10/05/2023","Expense","Wallet Cash","Kren","1000","PHP","1000","PHP","","Repay Kren"
"10/05/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","50","PHP","50","PHP","","Angkas from BDO to Work"
"10/05/2023","Expense","EastWest HPL Game Design Corporation","Household  (Transaction Fees)","18","PHP","18","PHP","","Withdraw Fee"
"10/05/2023","Expense","EastWest HPL Game Design Corporation","Household  (Transaction Fees)","18","PHP","18","PHP","","Withdraw Fee"
"10/05/2023","Transfer","EastWest HPL Game Design Corporation","Wallet Cash","500","PHP","500","PHP","","Withdraw"
"10/05/2023","Transfer","EastWest HPL Game Design Corporation","Wallet Cash","8000","PHP","8000","PHP","","Withdraw"
"10/05/2023","Expense","EastWest HPL Game Design Corporation","Household  (Transaction Fees)","816.49","PHP","816.49","PHP","","WNS Global Services - Post-employment Balance settling"
"10/05/2023","Expense","GCash","Kren","150","PHP","150","PHP","","Repay Kren"
"10/05/2023","Income","EastWest HPL Game Design Corporation","HPL Salary","14481.49","PHP","14481.49","PHP","","Salary"
"09/05/2023","Transfer","Kren","Wallet Cash","50","PHP","50","PHP","","Tricycle Fee Borrow"
"09/05/2023","Expense","Wallet Cash","Transport (Commute)","70","PHP","70","PHP","","Tricycle from Work to Kren's"
"09/05/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","100","PHP","100","PHP","","Angkas from Home to Work"
"08/05/2023","Expense","Wallet Cash","Pets (Food)","179","PHP","179","PHP","","Miho's Wet Food"
"08/05/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","60","PHP","60","PHP","","Angkas from BIR to Home"
"08/05/2023","Expense","Wallet Cash","Food (Junk Food)","32","PHP","32","PHP","","Pancit Canton x2"
"08/05/2023","Expense","Wallet Cash","Transport (Commute)","40","PHP","40","PHP","","Pedicab from SSS to BIR"
"08/05/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","60","PHP","60","PHP","","Angkas from Work to NBI"
"08/05/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","50","PHP","50","PHP","","Angkas from Kren's to Work"
"08/05/2023","Transfer","Kren","Wallet Cash","400","PHP","400","PHP","","Borrow from Kren"
"07/05/2023","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"07/05/2023","Expense","GCash","Software (Subscriptions)","150","PHP","150","PHP","","Niagara Launcher Yearly Subscription "
"07/05/2023","Expense","GCash","Software (Subscriptions)","135","PHP","135","PHP","","Ticktick Monthly Subscription "
"07/05/2023","Transfer","Kren","GCash","500","PHP","500","PHP","","Borrow from Kren"
"05/05/2023","Expense","Wallet Cash","Transport (Commute)","12","PHP","12","PHP","","Jeep from 7/11 to Congressional "
"05/05/2023","Expense","Wallet Cash","Food (Junk Food)","95","PHP","95","PHP","","HaloHalo B1T1"
"05/05/2023","Expense","Wallet Cash","Transport (Commute)","12","PHP","12","PHP","","Jeep from Congressional to 7/11"
"04/05/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","52","PHP","52","PHP","","Angkas from Kren's to Work "
"04/05/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","45","PHP","45","PHP","","Angkas from Work to Kren's "
"03/05/2023","Expense","Wallet Cash","Leisure (Movies)","350","PHP","350","PHP","","Guardians of the Galaxy 3"
"03/05/2023","Expense","Wallet Cash","Food (Junk Food)","58","PHP","58","PHP","","Mountain Dew Ice"
"03/05/2023","Expense","Wallet Cash","Food (Junk Food)","369","PHP","369","PHP","","Jollibee w/ Kren"
"03/05/2023","Expense","Wallet Cash","Transport (Commute)","20","PHP","20","PHP","","Taxi from Work to Home "
"03/05/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","50","PHP","50","PHP","","Angkas from Kren's to Work"
"02/05/2023","Expense","GCash","Software (Subscriptions)","149","PHP","149","PHP","","Netflix Basic"
"02/05/2023","Expense","Wallet Cash","Food (Junk Food)","85","PHP","85","PHP","","Pancit Canton x6"
"02/05/2023","Expense","Wallet Cash","Transport (Commute)","12","PHP","12","PHP","","Jeep from 7/11 to Congressional "
"02/05/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","50","PHP","50","PHP","","Angkas from Kren's to Work"
"01/05/2023","Expense","GCash","Transport (Motorcycle Taxi)","117","PHP","117","PHP","","Angkas from Home to Kren's "
"01/05/2023","Expense","GCash","Software (Subscriptions)","159","PHP","159","PHP","","YouTube Premium "
"01/05/2023","Expense","GCash","Transport (Motorcycle Taxi)","98","PHP","98","PHP","","Angkas from Kren's to Home"
"30/04/2023","Expense","GCash","Pets (Food)","350","PHP","350","PHP","","10x Wet Food"
"30/04/2023","Expense","GCash","Pets (Food)","238","PHP","238","PHP","","x2 Can of Treats"
"30/04/2023","Expense","Wallet Cash","Food (Restaurant)","780","PHP","780","PHP","","Marugame"
"30/04/2023","Transfer","EastWest HPL Game Design Corporation","Wallet Cash","2000","PHP","2000","PHP","","Withdraw Cash"
"29/04/2023","Expense","Wallet Cash","Leisure (Events)","100","PHP","100","PHP","","Padi's Entrance w Kren"
"29/04/2023","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"29/04/2023","Expense","Wallet Cash","Food (Junk Food)","200","PHP","200","PHP","","Angel's Burger "
"29/04/2023","Expense","Wallet Cash","Food (Junk Food)","24","PHP","24","PHP","","Kren's Yosi"
"29/04/2023","Transfer","Wallet Cash","GCash","210","PHP","210","PHP","","Jaime and Jason's Share Transferred"
"29/04/2023","Expense","Wallet Cash","Kren","0.3","PHP","0.3","PHP","","Settle Cents"
"29/04/2023","Expense","Wallet Cash","Health (Hygiene)","20","PHP","20","PHP","","* Face Mask x4"
"29/04/2023","Transfer","Kren","Wallet Cash","1000","PHP","1000","PHP","","Kren's Payment"
"29/04/2023","Expense","Wallet Cash","Transport (Commute)","24","PHP","24","PHP","","Jeep from Robinson's Magnolia to Imperial"
"29/04/2023","Expense","Wallet Cash","Transport (Commute)","24","PHP","24","PHP","","Jeep Betty Go to Robinson's Magnolia "
"29/04/2023","Expense","Wallet Cash","Transport (Commute)","50","PHP","50","PHP","","LRT from Masinag to Betty Go"
"29/04/2023","Expense","Wallet Cash","Transport (Commute)","60","PHP","60","PHP","","Tricycle from Tamagoya to LRT"
"29/04/2023","Expense","GCash","Kren","258","PHP","258","PHP","","Tamagoya - Miso Ramen"
"29/04/2023","Expense","GCash","Kren","118","PHP","118","PHP","","Tamagoya - Pork Yaki-Gyoza"
"29/04/2023","Expense","GCash","Kren","68","PHP","68","PHP","","Tamagoya - Sprite"
"29/04/2023","Expense","Wallet Cash","Food (Restaurant)","2","PHP","2","PHP","","Tamagoya - Beef Yakiniku-Don"
"29/04/2023","Expense","Wallet Cash","Food (Restaurant)","198","PHP","198","PHP","","Tamagoya - Karaage"
"29/04/2023","Expense","GCash","Food (Restaurant)","236","PHP","236","PHP","","Tamagoya - Beef Yakiniku-Don"
"29/04/2023","Expense","GCash","Food (Restaurant)","258","PHP","258","PHP","","Tamagoya - Miso Ramen"
"29/04/2023","Expense","Wallet Cash","Health (Hygiene)","244","PHP","244","PHP","","7/11 Wet Wipes + Oil Cleanser"
"29/04/2023","Expense","Wallet Cash","Transport (Commute)","40","PHP","40","PHP","","LRT Cubao to Masinag"
"29/04/2023","Expense","Wallet Cash","Transport (Commute)","150","PHP","150","PHP","","Taxi from Kren's to Home"
"28/04/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","52","PHP","52","PHP","","Angkas from Work to Kren's "
"28/04/2023","Expense","GCash","Transport (Motorcycle Taxi)","50","PHP","50","PHP","","JoyRide from Kren's to Home"
"27/04/2023","Expense","Wallet Cash","Transport (Commute)","65","PHP","65","PHP","","Taxi from Visayas to Kren's "
"27/04/2023","Expense","Wallet Cash","Food (Junk Food)","414","PHP","414","PHP","","Jollibee w Kren"
"27/04/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","65","PHP","65","PHP","","Angkas from Home to Work"
"26/04/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","57","PHP","57","PHP","","Angkas from Work to Home"
"26/04/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","20","PHP","20","PHP","","Angkas from Kren's to Work"
"26/04/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","85","PHP","85","PHP","","Angkas from Home to Kren's "
"25/04/2023","Expense","Wallet Cash","Food (Whole Foods)","40","PHP","40","PHP","","Eggs x4"
"25/04/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","57","PHP","57","PHP","","Angkas from Work to Home"
"25/04/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","95","PHP","95","PHP","","Angkas from Home to Work"
"25/04/2023","Transfer","Wallet Cash","Theolo","2000","PHP","2000","PHP","","Handover Mudra's Give "
"25/04/2023","Transfer","Theolo","GCash","2000","PHP","2000","PHP","","Mudra's Give to Chols"
"25/04/2023","Transfer","EastWest HPL Game Design Corporation","Wallet Cash","4000","PHP","4000","PHP","","Withdraw for Cash"
"25/04/2023","Transfer","EastWest HPL Game Design Corporation","Wallet Cash","10000","PHP","10000","PHP","","Withdraw for Rent"
"25/04/2023","Expense","Wallet Cash","Food (Whole Foods)","130","PHP","130","PHP","","Oranges x3"
"25/04/2023","Expense","Wallet Cash","Food (Whole Foods)","120","PHP","120","PHP","","Apple x3"
"25/04/2023","Expense","Wallet Cash","Food (Whole Foods)","145","PHP","145","PHP","","Banana x10"
